Source,RA_ICRS,DE_ICRS,Gmag
3017082377887650304,84.45173026955,-5.99986473829,21.094091
3017082382181501824,84.44966298073,-5.99638707974,20.18684
3017082412247392768,84.46925165666,-5.99038733494,20.98301
3017082412247167104,84.4610846915,-5.98751050877,18.901114
3017082480966714624,84.51000197867,-5.99702341582,19.677588
3017082515326453248,84.49611632982,-5.99279885995,19.674158
3017082549686120192,84.50829258637,-5.98970476778,18.767458
3017082553981951232,84.49922568308,-5.98822400418,15.979869
3017082549686203136,84.50797992714,-5.98307391039,20.835257
3017082549686213504,84.5067059573,-5.97980828117,20.38321
3017082588341688448,84.52693940714,-5.98514502182,19.964613
3017082618405600640,84.54140359846,-5.97752914386,19.437021
3017082657061165568,84.51032676034,-5.98133297135,16.771282
3017082721484813568,84.48405954156,-5.98335162165,19.786627
3017082760140380800,84.49673000568,-5.97177995294,17.013212
3017082794500120960,84.46618680872,-5.97941366379,16.649158
3017082824564255872,84.48704642845,-5.97028594009,20.494705
3017082824564033920,84.4879037738,-5.96852296835,20.444948
3017082824564034048,84.48224176638,-5.96858703232,19.900953
3017082828859857664,84.48314207488,-5.96395802326,15.614496
3017082927643251968,84.49888655884,-5.95842569172,20.715761
3017082927643317120,84.4965494636,-5.95698395641,21.04817
3017082962002991616,84.51064399551,-5.94810701037,18.547096
3017082966298809344,84.50858780985,-5.94368758578,14.899261
3017082996362935936,84.42117030226,-6.01176446803,21.007143
3017083000658556800,84.42240840073,-6.00833288453,16.821152
3017083069376280576,84.40408416165,-6.00327361288,20.252655
3017083065082412288,84.41294493995,-5.99932356953,20.78438
3017083065082278528,84.40396772457,-5.99533409146,20.076834
3017083138095746944,84.44094181093,-5.99466133671,20.143572
3017083133801672960,84.44299807838,-5.98611796174,19.430952
3017083172457245184,84.45094874952,-5.98587436968,16.5424
3017083172455471104,84.45146040846,-5.9854638696,17.883842
3017083172457244928,84.45158116323,-5.98539242866,17.537403
3017083168161412480,84.45331334601,-5.98273207499,19.970184
3017083172457243904,84.45043148345,-5.97690892763,17.63028
3017083172457243520,84.45544270244,-5.9736651227,16.413792
3017083206816984704,84.43523733916,-5.98164178941,16.597157
3017083206816985088,84.4250958788,-5.97881909657,19.91806
3017083241174947072,84.4424951283,-5.97503295139,19.869867
3017083236881107072,84.4391817903,-5.97563427094,21.233047
