#Table1
class,z,dered_r
GALAXY,0.1441793,17.47507
GALAXY,0.08002982,17.83575
GALAXY,0.01112419,16.37049
GALAXY,0.1271154,16.59094
GALAXY,0.1454365,17.15622
GALAXY,0.1454738,17.15622
GALAXY,0.2025691,17.50514
GALAXY,0.2024813,17.50514
GALAXY,0.1445547,16.5218
GALAXY,0.1222151,17.60369
GALAXY,0.4404977,19.29222
QSO,6.678437,
GALAXY,0.08002961,17.83575
GALAXY,0.1256362,16.6247
GALAXY,0.1256616,16.6247
GALAXY,0.1413766,16.84356
GALAXY,0.1207871,15.6082
GALAXY,0.2425008,18.02482
GALAXY,0.1936545,16.95572
GALAXY,0.1444444,17.42367
GALAXY,0.1207716,15.6082
QSO,1.01486,
GALAXY,0.4417664,18.58197
GALAXY,0.03735736,17.61322
QSO,6.838661,
GALAXY,0.1413422,16.84356
GALAXY,0.2184864,17.42715
GALAXY,0.03612467,17.25886
GALAXY,0.2183854,17.42715
GALAXY,0.1442188,17.48889
GALAXY,0.03610206,17.25886
GALAXY,0.1443459,17.69521
GALAXY,0.1444119,17.42367
GALAXY,0.1288098,16.73199
GALAXY,0.1227888,18.08009
GALAXY,0.1936121,16.95572
GALAXY,0.2425718,18.02482
GALAXY,0.2009602,17.3928
GALAXY,0.1288268,16.73199
QSO,0.1269755,17.40279
QSO,0.1269106,17.40279
GALAXY,0.200907,17.3928
GALAXY,0.1227421,18.08009
GALAXY,0.1443569,17.69521
GALAXY,0.03735544,17.61322
GALAXY,0.1259206,17.42624
GALAXY,0.1258525,17.42624
GALAXY,0.4422246,18.58197
GALAXY,0.144225,17.48889
GALAXY,0.05732279,16.29684
GALAXY,0.1449183,18.01712
QSO,1.903407,19.10796
GALAXY,0.1907701,17.63363
GALAXY,0.1203614,17.63979
GALAXY,0.14669,17.6821
GALAXY,0.03036829,15.26351
GALAXY,0.05756393,17.22009
GALAXY,0.1907285,17.63363
GALAXY,0.2631265,17.65458
GALAXY,0.04892089,16.47403
GALAXY,0.03032346,15.26351
GALAXY,0.1291555,18.10039
GALAXY,0.1467964,17.53878
GALAXY,0.3627046,19.12112
QSO,1.903545,19.10796
GALAXY,0.119759,17.0894
GALAXY,0.1206103,17.84221
GALAXY,0.1206606,17.84221
GALAXY,0.143999,17.72573
GALAXY,0.1439138,17.72573
GALAXY,0.0575771,17.22009
GALAXY,0.04892132,16.47403
GALAXY,0.1466984,17.6821
GALAXY,0.3628358,19.12112
GALAXY,0.146749,17.53878
QSO,0.6494742,23.86169
GALAXY,0.2632047,17.65458
GALAXY,0.1203865,17.63979
GALAXY,0.1449796,18.01712
GALAXY,0.1291836,18.10039
QSO,0.6495618,23.86169
GALAXY,0.1257328,17.25593
GALAXY,0.9922907,
GALAXY,0.119739,17.0894
GALAXY,0.1257456,17.25593
GALAXY,0.05742602,16.29684
GALAXY,0.2701144,19.27347
GALAXY,0.4177988,19.26843
GALAXY,0.12789,16.72017
GALAXY,0.1429193,17.12789
GALAXY,0.4172009,19.26843
GALAXY,0.1276188,17.35145
GALAXY,0.02630965,17.28589
GALAXY,0.1337064,17.77279
GALAXY,0.2182168,18.02683
GALAXY,0.02680829,14.2859
GALAXY,0.02675972,14.2859
GALAXY,0.2701064,19.27347
GALAXY,0.06155552,17.35894
GALAXY,0.06153553,17.35894
GALAXY,0.1337352,17.77279
GALAXY,0.1279921,16.72017
GALAXY,0.1276592,17.35145
GALAXY,0.576849,19.1227
QSO,6.018137,
QSO,0.282398,21.15049
GALAXY,0.2202564,17.50015
GALAXY,0.02027689,17.72751
GALAXY,0.02025769,17.72751
GALAXY,0.08543079,17.2183
GALAXY,0.08535129,17.2183
GALAXY,0.06255326,15.89224
GALAXY,0.2181633,18.02683
QSO,0.5267237,18.86937
GALAXY,0.1427506,16.91268
GALAXY,0.128638,19.1227
GALAXY,0.4181032,18.86937
GALAXY,0.06258034,15.89224
GALAXY,0.2204064,17.50015
QSO,0.3566249,21.15049
GALAXY,0.1428866,16.91268
GALAXY,0.1429204,17.12789
GALAXY,0.02630387,17.28589
QSO,0.3651566,19.59444
GALAXY,0.06357722,
GALAXY,0.2072367,17.68512
GALAXY,0.08525799,17.38224
GALAXY,0.09147715,17.01632
GALAXY,0.0200758,14.27825
GALAXY,0.1425043,17.72517
GALAXY,0.4507085,18.60549
GALAXY,0.03053254,15.06799
GALAXY,0.1799515,17.34241
GALAXY,0.09132998,17.66482
GALAXY,0.02518525,17.12212
GALAXY,0.06253826,16.73227
GALAXY,0.3121489,18.042
GALAXY,0.06356847,
GALAXY,0.2109386,17.498
GALAXY,0.4505435,18.60549
GALAXY,0.02518325,17.12212
QSO,0.2814896,
GALAXY,0.1800086,17.34241
GALAXY,0.08532699,17.38224
GALAXY,0.005923478,19.25914
GALAXY,0.5199777,19.53333
GALAXY,0.0201233,14.27825
GALAXY,0.2071741,17.68512
GALAXY,0.5199456,19.53333
GALAXY,0.5035114,
GALAXY,0.3120861,18.042
GALAXY,0.005922012,19.25914
GALAXY,0.06245274,16.73227
QSO,0.3657448,19.59444
GALAXY,0.2110807,17.498
GALAXY,0.1425855,17.72517
GALAXY,0.03049692,15.06799
GALAXY,0.09134082,17.66482
GALAXY,0.09155164,17.01632
GALAXY,0.08643828,17.52877
GALAXY,0.1281922,17.48204
GALAXY,0.08577084,17.16948
GALAXY,0.06297942,16.08318
GALAXY,0.3354678,18.99115
QSO,0.4554219,
GALAXY,0.1233703,17.43634
GALAXY,0.2621004,17.67308
QSO,0.2980324,18.74766
GALAXY,0.08557262,16.89892
GALAXY,0.08561324,16.89892
QSO,1.998794,19.03922
GALAXY,0.161431,17.18682
GALAXY,0.1281732,17.48204
GALAXY,0.08645536,17.52877
GALAXY,0.0629076,16.08318
GALAXY,0.0864859,15.8885
GALAXY,0.08643486,15.8885
GALAXY,0.006194327,15.78226
GALAXY,0.06989136,16.62862
GALAXY,0.2618826,16.96997
GALAXY,0.2618579,17.67308
GALAXY,0.1616769,17.40144
GALAXY,0.2192926,17.54371
GALAXY,0.006186391,15.78226
QSO,1.057636,
GALAXY,0.08577254,17.16948
GALAXY,0.219111,17.54371
GALAXY,0.2616133,16.96997
GALAXY,0.123467,17.43634
GALAXY,0.1614988,17.40144
GALAXY,0.06999054,16.62862
QSO,1.997534,19.03922
GALAXY,0.3354825,18.99115
GALAXY,0.1613156,17.18682
QSO,0.2980519,18.74766
GALAXY,0.06240857,17.10165
GALAXY,0.06269012,16.72518
GALAXY,0.3131213,18.11477
GALAXY,0.1242851,17.77093
GALAXY,0.3386853,23.646
GALAXY,0.1258487,16.73968
QSO,6.109615,
GALAXY,0.3129872,18.11477
GALAXY,0.2139991,
QSO,0.2751833,
GALAXY,0.06348434,18.48717
GALAXY,0.3384775,23.646
GALAXY,0.06274054,16.72518
GALAXY,0.06181516,17.52736
GALAXY,0.1243489,17.77093
GALAXY,0.2140664,
GALAXY,0.2192489,
GALAXY,0.03680339,
GALAXY,0.06988863,16.40371
GALAXY,0.219245,
GALAXY,0.08006168,16.34714
GALAXY,0.03685362,
GALAXY,0.06346273,18.48717
GALAXY,0.07026533,17.73648
GALAXY,0.2048412,17.60815
GALAXY,0.1258854,16.73968
GALAXY,0.3702054,19.77552
GALAXY,0.06296945,16.60552
GALAXY,0.06296776,16.60552
GALAXY,0.06181278,17.52736
GALAXY,0.07030654,17.73648
GALAXY,0.2048449,17.60815
GALAXY,0.4134083,18.76229
GALAXY,0.3700626,19.77552
GALAXY,0.08021138,16.34714
GALAXY,0.06987419,16.40371
GALAXY,0.4134944,18.76229
GALAXY,0.06238846,17.10165
GALAXY,0,13.48378
GALAXY,0.1542999,17.62575
QSO,2.866588,
GALAXY,0.1636551,17.49375
GALAXY,0.1622571,16.5981
GALAXY,0.1233801,17.7471
GALAXY,0.2995414,18.24106
GALAXY,0.2994555,18.24106
GALAXY,0.1635538,17.49375
GALAXY,0.02719446,17.55955
GALAXY,0.02717044,17.55955
GALAXY,0.1621326,16.5981
GALAXY,0.2193757,17.4816
QSO,1.368661,
QSO,3.880075,20.08737
GALAXY,0,13.48378
GALAXY,0.09825181,16.75665
GALAXY,0.4442369,19.53457
GALAXY,0.1234765,17.7471
GALAXY,0.3351803,18.82169
GALAXY,0.143088,16.00492
QSO,0.8608898,18.96237
QSO,0.5383063,19.53457
GALAXY,0.1431519,16.00492
GALAXY,0.3349398,18.82169
GALAXY,0.2109481,17.05022
GALAXY,0.06201774,14.37492
GALAXY,0.2195055,17.4816
GALAXY,0.154442,17.62575
GALAXY,0.06234466,15.79971
GALAXY,0.06230228,15.79971
GALAXY,0.02013125,16.24008
GALAXY,0.2112937,17.05022
QSO,3.878537,20.08737
GALAXY,0.02012262,16.24008
GALAXY,0.09820835,16.75665
GALAXY,0.06200635,14.37492
QSO,0.8618785,18.96237
GALAXY,0.06337427,15.67911
GALAXY,0.104128,20.8646
GALAXY,0.09275445,16.37396
GALAXY,0.06453946,15.86551
GALAXY,0.0846908,17.01482
GALAXY,0.06333868,15.67911
GALAXY,0.1918483,17.24022
GALAXY,0.1098582,17.7138
GALAXY,0.06260023,17.64244
GALAXY,0.3660631,18.73869
GALAXY,0.08605687,17.08808
GALAXY,0.02000299,16.53542
GALAXY,0.02018126,15.09041
QSO,0.5838438,18.2495
GALAXY,0.3703395,18.78857
GALAXY,0.08009521,16.2502
GALAXY,0.07368669,17.40981
GALAXY,0.365943,18.73869
GALAXY,0.06254148,17.64244
GALAXY,0.09284572,16.37396
GALAXY,0.06444442,15.86551
GALAXY,0.08016862,16.2502
GALAXY,0.06984089,15.94817
QSO,0.5835537,18.2495
GALAXY,0.1919537,17.24022
GALAXY,0.06982935,15.94817
QSO,0.9237447,18.78857
GALAXY,0.1040782,20.8646
GALAXY,0.08467233,17.01482
GALAXY,0.1097989,17.7138
GALAXY,0.02016207,15.09041
GALAXY,0.08612534,17.08808
QSO,1.209521,
GALAXY,0.07369424,17.40981
GALAXY,0.0199993,16.53542
GALAXY,0.04655848,17.03555
GALAXY,0.1528665,17.41336
GALAXY,0.09342866,16.19858
GALAXY,0.08971591,17.37231
QSO,1.287415,19.133
GALAXY,0.4193437,18.87545
GALAXY,0.1651293,17.66842
GALAXY,0.08627161,15.91746
GALAXY,0.2921461,-9999
GALAXY,0.1387639,17.03331
GALAXY,0.1370629,17.13256
GALAXY,0.08904524,17.63777
GALAXY,0.08391871,16.35696
GALAXY,0.3715443,17.72147
GALAXY,0.08971721,17.16704
GALAXY,0.1369993,17.27094
GALAXY,0.3583607,17.80415
GALAXY,0.08433501,17.69136
GALAXY,0.08544684,17.59501
GALAXY,0.087761,14.74961
GALAXY,0.470219,19.52923
GALAXY,0.08709911,17.2275
GALAXY,0.08976489,16.80855
GALAXY,0.08834462,16.81107
GALAXY,0.08669478,16.3494
GALAXY,0.07061857,16.60491
GALAXY,0.08809023,16.84222
GALAXY,0.08546617,17.02917
GALAXY,0.1668876,17.51588
GALAXY,0.09080971,17.30704
GALAXY,0.08846774,17.52004
GALAXY,0.1391702,16.23109
GALAXY,0.09193386,16.80613
QSO,0.4376496,
GALAXY,0.06580772,15.42207
GALAXY,0.08532704,17.38644
GALAXY,0.08811073,17.33493
GALAXY,0.07903931,17.43869
GALAXY,0.0934706,17.64164
GALAXY,0.1351453,17.25664
GALAXY,0.1383956,15.46811
GALAXY,0.37413,19.10345
GALAXY,0.9896619,
GALAXY,0.1631444,17.35582
GALAXY,0.1102809,16.15878
GALAXY,0.1426428,17.41294
GALAXY,0.09160395,17.56675
QSO,1.301314,18.65394
GALAXY,0.1530428,17.11706
QSO,1.385627,19.18484
GALAXY,0.08978253,17.02445
GALAXY,0.08706105,16.36118
GALAXY,0.09035492,15.5661
GALAXY,0.1101958,17.16028
GALAXY,0.0891128,17.35822
GALAXY,0.1375618,17.27265
GALAXY,0.08940861,17.10803
GALAXY,0.08851489,16.72617
GALAXY,0.0887442,17.43049
GALAXY,0.02139691,15.80575
GALAXY,0.0908874,17.1975
GALAXY,0.3784135,18.13507
GALAXY,0.06383968,16.60315
GALAXY,0.04578607,16.20446
GALAXY,0.08421674,15.77238
GALAXY,0.09358854,16.90907
GALAXY,-0.007442678,
GALAXY,0.08382063,17.62426
GALAXY,0.08186871,16.55168
GALAXY,0.08443586,17.42166
GALAXY,0.08441485,17.09916
GALAXY,0.08435805,17.67732
GALAXY,0.209054,17.75881
QSO,0.5121477,18.60025
GALAXY,0.0745739,16.84902
GALAXY,0.08626337,17.74621
GALAXY,0.08964385,17.48753
GALAXY,0.107117,17.6263
GALAXY,0.1393791,17.46466
GALAXY,0.08362079,15.82939
GALAXY,0.7336859,
GALAXY,0.13728,16.76925
GALAXY,0.09042946,16.42659
GALAXY,0.04863385,16.31602
GALAXY,0.1375007,17.65373
GALAXY,0.08325355,16.82692
GALAXY,0.1362843,17.64692
GALAXY,0.1467323,18.18605
GALAXY,0.4199126,19.24625
GALAXY,0.1071979,16.6842
GALAXY,0.08944994,16.81911
GALAXY,0.08906108,17.25313
GALAXY,0.08978136,15.54589
GALAXY,0.08355071,16.16365
GALAXY,0.1460121,17.65676
GALAXY,0.08472473,17.28818
GALAXY,0.08821983,16.34504
GALAXY,0.4689867,19.4485
GALAXY,0.1354369,17.04884
GALAXY,0.02094694,15.52029
GALAXY,0.08525094,16.85965
GALAXY,0.4139843,18.7637
GALAXY,0.03220713,15.55511
GALAXY,0.08521271,17.12532
GALAXY,0.08395238,14.5527
GALAXY,0.08464247,
GALAXY,0.137758,17.13762
GALAXY,0.08793307,17.13233
GALAXY,0.4215514,18.96553
GALAXY,0.07679157,16.9899
GALAXY,0.2148981,17.35668
GALAXY,0.1248562,17.50267
GALAXY,0.2160396,18.12639
GALAXY,0.3273709,18.27219
GALAXY,0.09255239,17.27523
GALAXY,0.1219072,16.92514
GALAXY,0.04876426,17.46753
GALAXY,0.09202483,17.64118
GALAXY,0.1621596,17.1715
GALAXY,0.08558311,15.9939
GALAXY,0.08359117,16.42091
GALAXY,0.07459193,16.59945
GALAXY,0.1330491,17.3538
GALAXY,0.108012,16.99743
GALAXY,0.06630035,16.53127
GALAXY,0.3742605,19.00624
GALAXY,0.132866,17.55228
GALAXY,0.09229714,17.66583
GALAXY,0.1390814,16.99981
GALAXY,0.1332475,16.83916
GALAXY,0.6077206,
GALAXY,0.08339076,16.96183
GALAXY,0.3902021,18.63682
GALAXY,0.0475889,16.89631
GALAXY,0.08953901,17.17868
GALAXY,0.1626469,17.57673
GALAXY,0.1268489,17.07078
GALAXY,0.02968988,17.71761
GALAXY,0.1273127,17.33906
GALAXY,0.1642405,16.55113
QSO,1.241,
QSO,0.8849242,18.84135
GALAXY,0.0944446,17.4417
GALAXY,0.08368891,16.08364
GALAXY,0.2135797,17.23883
GALAXY,0.0842066,16.87703
GALAXY,0.1509164,17.10752
GALAXY,0.1504635,17.22219
GALAXY,0.103538,18.28859
GALAXY,0.1642064,16.09202
GALAXY,0.2063607,17.62982
GALAXY,0.106981,17.55281
GALAXY,0.08190352,17.48085
GALAXY,0.4208838,19.07517
GALAXY,0.04565335,14.66644
QSO,4.701441,
GALAXY,0.1458599,16.15907
GALAXY,0.06543949,16.74522
QSO,1.062692,18.81401
QSO,1.384028,18.41098
GALAXY,0.1071957,17.2721
GALAXY,0.1636057,17.58583
GALAXY,0.1110355,16.97499
GALAXY,0.08234423,17.02397
GALAXY,0.1462476,16.72717
GALAXY,0.1457711,17.52668
GALAXY,0.4019222,18.75864
GALAXY,0.05177494,15.7076
GALAXY,0.1457738,17.16298
GALAXY,0.2274882,17.14056
GALAXY,0.03704123,17.27697
GALAXY,0.08011292,17.16106
GALAXY,0.06465202,17.88558
GALAXY,0.3271964,18.8718
GALAXY,0.3713124,19.20786
GALAXY,0.1258022,16.97428
GALAXY,0.421389,18.60737
GALAXY,0.1327755,16.7758
GALAXY,0.0792563,16.50532
GALAXY,0.06914463,17.54437
QSO,0.8751809,18.44365
GALAXY,0,13.66063
GALAXY,0.07448252,17.74284
GALAXY,0.08503481,17.4995
GALAXY,0.0927944,16.93058
GALAXY,0.08043766,16.77962
GALAXY,0.06468253,16.16971
GALAXY,0.1333251,17.4856
GALAXY,0.08062341,17.24972
GALAXY,0.08020487,17.67025
GALAXY,0.3369062,18.77958
GALAXY,0.09103828,17.20818
GALAXY,0.1610499,16.90271
GALAXY,0.2714575,17.3455
QSO,1.14837,18.71684
GALAXY,0.05731707,17.03417
GALAXY,0.06287614,17.35687
GALAXY,0.4774458,19.20726
GALAXY,0.1277621,17.59632
GALAXY,0.09133799,16.2827
GALAXY,0.1388665,17.45276
GALAXY,0.03680692,16.37779
GALAXY,0.1610515,17.534
GALAXY,0.2684138,17.83147
GALAXY,0.1604183,17.3342
GALAXY,0.6206031,
GALAXY,0.03727411,16.44797
GALAXY,0.06367001,17.09223
GALAXY,0.08107782,17.47671
QSO,1.8664,20.11009
GALAXY,0.08927534,16.18959
GALAXY,0.08103431,16.30725
QSO,0.1378086,17.49404
GALAXY,0.0371546,16.81594
GALAXY,0.07910439,16.43046
GALAXY,0.05252608,16.91182
GALAXY,0.132893,16.98746
GALAXY,0.1380291,17.64999
GALAXY,0.1347834,17.74883
GALAXY,0.3268483,18.46951
GALAXY,0.1378677,17.44042
GALAXY,0.3711232,18.47375
GALAXY,0.3224198,18.0506
GALAXY,0.08117559,17.6637
GALAXY,0.1275448,16.56098
GALAXY,0.08136618,17.55309
GALAXY,0.01946783,24.63708
GALAXY,0.08000757,17.57978
GALAXY,0.0824445,16.31845
GALAXY,0.09133507,17.40692
QSO,0.3555079,18.70789
GALAXY,0.06273336,16.81958
GALAXY,0.09164593,16.23344
GALAXY,0.2695808,17.73606
GALAXY,0.06647208,16.37804
GALAXY,0.1256663,16.81793
GALAXY,0.09255436,17.78198
GALAXY,0.06685353,16.51301
GALAXY,0.08097252,16.21345
GALAXY,0.03653407,13.97494
GALAXY,0.3700915,19.09057
GALAXY,0.09523784,17.08917
QSO,1.891315,19.34726
GALAXY,0.09281362,16.79147
GALAXY,0.3174041,18.28241
GALAXY,0.2152341,17.63341
GALAXY,0.1259008,17.42464
GALAXY,0.328609,18.36538
GALAXY,0.462689,20.9609
GALAXY,0.03669893,16.80853
QSO,3.211459,19.5269
GALAXY,0.3594841,18.79406
QSO,1.775525,17.91373
GALAXY,0.3598874,18.76373
GALAXY,0.3466542,18.51267
GALAXY,0.0921118,17.41018
GALAXY,0.06365392,16.43373
QSO,0.2415861,20.1407
GALAXY,0.09214666,16.37476
GALAXY,0.1278131,17.44824
GALAXY,0.230787,17.76066
GALAXY,0.1674231,17.48162
QSO,1.369275,18.94703
GALAXY,0.1274621,16.93987
GALAXY,0.2387413,17.17486
GALAXY,0.06696795,17.07538
GALAXY,0.08512671,17.07154
QSO,1.609856,18.2369
GALAXY,0.06685378,16.48107
GALAXY,0.1442454,17.00027
GALAXY,0.1281887,16.77533
GALAXY,0.1268357,17.32949
GALAXY,0.1314402,17.70069
QSO,0.06720914,17.5026
GALAXY,0.05661373,17.77526
GALAXY,0.1267847,16.69713
GALAXY,0.242206,17.70307
GALAXY,0.1253882,17.67408
GALAXY,0.036578,17.49591
GALAXY,0.08420008,15.26074
GALAXY,0.05592503,16.27631
GALAXY,0.03620402,16.80774
GALAXY,0.06295811,17.49164
QSO,0.4218703,18.17874
GALAXY,0.06903543,17.20088
GALAXY,0.2045336,17.66409
GALAXY,0.1319903,16.54261
GALAXY,0.2152039,18.85296
GALAXY,0.08416865,17.71071
GALAXY,0.09311803,17.24234
GALAXY,0.1163653,17.47206
GALAXY,0.1641794,18.3634
GALAXY,0.1430082,16.00492
GALAXY,0.3668495,18.92241
GALAXY,0.2092674,17.53632
GALAXY,0.02552898,17.11815
GALAXY,0.02726925,14.71449
QSO,1.813826,18.78276
GALAXY,0.3663285,18.79369
GALAXY,0.1661029,17.59023
GALAXY,0.2178045,17.39947
GALAXY,0.02502265,15.33206
GALAXY,0.2251949,17.66239
QSO,6.868541,
GALAXY,0.02855049,17.16965
GALAXY,0.0274709,16.11025
GALAXY,0.4065501,18.61021
GALAXY,0.2173549,17.56979
GALAXY,0.2046565,17.52808
GALAXY,0.3656408,19.26794
GALAXY,0.06354298,
GALAXY,0.06264071,17.57475
GALAXY,0.5204358,19.53333
QSO,2.243463,19.30044
GALAXY,0.03038891,17.44923
QSO,1.487651,18.33521
GALAXY,0.03673735,
GALAXY,0.4134832,18.76229
QSO,6.019921,
QSO,1.592156,20.64497
GALAXY,0.06938305,16.02272
GALAXY,0.3739074,18.66122
GALAXY,0.204806,17.60815
GALAXY,0.07294767,16.98518
GALAXY,0.005939425,14.19049
GALAXY,0.1023372,17.60632
GALAXY,0.09866054,16.05547
GALAXY,0.03480157,15.50671
QSO,6.866433,
QSO,2.467552,19.76118
GALAXY,0.1530506,17.5453
GALAXY,0.2038104,17.51062
QSO,0.6920985,18.95079
GALAXY,0.09359263,17.05733
GALAXY,0.2663967,18.32285
GALAXY,0.06320285,17.43231
QSO,0.6402417,20.09118
GALAXY,0.1232879,17.22813
GALAXY,0.08081359,16.79704
GALAXY,0.163189,17.36817
GALAXY,0.3620324,19.26731
GALAXY,0.09892269,16.3685
GALAXY,0.1430468,17.06271
GALAXY,0.07320447,16.89792
GALAXY,0.08072105,16.13818
GALAXY,0.03094283,15.84626
GALAXY,0.0929142,16.72725
GALAXY,0.006316895,15.63684
GALAXY,0.09785258,17.30855
GALAXY,0.07245493,
GALAXY,0.3155796,18.34024
GALAXY,0.2067904,17.62375
GALAXY,0.006121848,19.3824
GALAXY,0.0931683,16.41587
GALAXY,0.06343265,14.78069
GALAXY,0.07437213,17.13644
GALAXY,0.3152958,18.41063
GALAXY,0.460351,19.9935
GALAXY,0.5676289,19.34888
GALAXY,0.07289765,17.38215
GALAXY,0.2205509,17.36794
GALAXY,0.2127422,18.93477
GALAXY,0.07367587,
GALAXY,0.06219256,15.93756
GALAXY,0.06303807,17.07236
GALAXY,0.1164241,17.32382
QSO,0.8632774,20.22816
GALAXY,0.1306843,17.08629
GALAXY,0.3628585,18.46328
GALAXY,0.3171398,18.81538
GALAXY,0.02833657,17.34788
GALAXY,0.06144949,15.32545
GALAXY,0.4224858,
GALAXY,0.4075384,19.03768
GALAXY,0.1432962,17.46196
GALAXY,0.09404112,16.40571
GALAXY,0.1917254,17.42975
GALAXY,0.3265534,18.47919
GALAXY,0.02513117,16.10245
GALAXY,0.02049324,17.59382
GALAXY,0.1420789,16.61162
GALAXY,0.09770181,18.61067
QSO,0.5017995,18.5906
QSO,1.411787,
GALAXY,0.08964708,17.47764
GALAXY,0.3699022,18.6335
GALAXY,0.1630008,17.3156
GALAXY,0.08665648,17.5835
GALAXY,0.09335276,17.40579
GALAXY,0.006327039,19.14652
GALAXY,0.07688787,17.61743
GALAXY,0.04770873,17.23577
GALAXY,0.08539967,15.89693
GALAXY,0.08063073,15.90058
GALAXY,0.09342141,16.3521
GALAXY,0.5034354,19.47366
GALAXY,0.07421976,17.64338
GALAXY,0.4998729,19.44829
GALAXY,0.0858379,16.52816
GALAXY,0.09392655,17.07756
GALAXY,0.06410416,16.6974
QSO,2.366139,18.63341
GALAXY,0.02117685,17.18604
GALAXY,0.5017377,18.97758
GALAXY,0.06441984,16.84265
GALAXY,0.08834895,17.64653
GALAXY,0.02054176,14.30773
GALAXY,0.06130891,17.13205
GALAXY,0.0466621,17.74763
GALAXY,0.0058873,
GALAXY,0.1427079,17.56261
GALAXY,0.5001665,19.6184
GALAXY,0.06324172,16.67856
GALAXY,0.0880089,17.55187
GALAXY,0.06179937,16.42757
GALAXY,0.06204342,15.85094
GALAXY,0.1423475,16.83201
GALAXY,0.02719792,17.3948
GALAXY,0.1641842,17.46635
GALAXY,0.0796707,17.29223
GALAXY,0.2429659,17.22228
GALAXY,0.03107532,17.81805
GALAXY,0.08571817,15.9556
GALAXY,0.08597912,16.67908
GALAXY,0.0844093,15.55556
GALAXY,0.07641787,17.07583
GALAXY,0.4481061,18.75753
GALAXY,0.09361862,17.53198
GALAXY,0.0766883,17.74973
GALAXY,0.0754328,17.71953
GALAXY,0.08517714,15.84599
GALAXY,0.02063313,15.54285
GALAXY,0.07496258,15.87309
GALAXY,0.0935129,17.5164
QSO,6.506676,
GALAXY,0.143366,16.94351
GALAXY,0.09143651,16.91378
GALAXY,0.1802036,17.77779
GALAXY,0.09850378,17.07772
GALAXY,0.03552244,16.40959
GALAXY,0.09370408,16.69662
GALAXY,0.02616739,17.03093
GALAXY,0.08781833,16.967
GALAXY,0.07949528,16.13266
GALAXY,0.07917745,17.6545
GALAXY,0.0766632,17.59401
GALAXY,0.0779044,15.41431
GALAXY,0.08185273,16.99805
GALAXY,0.1632317,17.08663
GALAXY,0.08612102,17.112
GALAXY,0.07925759,17.42211
GALAXY,0.2550336,17.36233
GALAXY,0.1562096,17.34365
GALAXY,0.09405735,17.4421
GALAXY,0.09272406,17.09498
GALAXY,0.2073418,17.34637
GALAXY,0.09474918,17.56948
GALAXY,0.3529282,18.88689
GALAXY,0.02078303,16.81864
GALAXY,0.09665815,17.24089
GALAXY,0.01255482,12.55919
GALAXY,0.0940383,17.0076
GALAXY,0.09438431,16.48216
GALAXY,0.09501842,16.52099
GALAXY,0.07970483,14.94073
GALAXY,0.08705281,17.60997
GALAXY,0.07993679,17.36871
QSO,1.729933,
GALAXY,0.132149,17.16228
GALAXY,0.08035153,16.61935
GALAXY,0.174945,17.10424
GALAXY,0.01312433,17.19307
GALAXY,0.02076184,16.17833
GALAXY,0.09917402,16.9909
GALAXY,0.0202142,13.76372
GALAXY,0.06115794,15.6631
GALAXY,0.04823616,15.02748
QSO,3.016787,18.89084
GALAXY,0.2009652,17.43485
GALAXY,0.09863139,17.61215
GALAXY,0.06287378,17.63286
GALAXY,0.08115898,16.40622
GALAXY,0.0938159,17.0376
GALAXY,0.04655245,17.20963
GALAXY,0.04833083,17.09782
GALAXY,0.04735615,14.45838
GALAXY,0.04676383,14.8165
GALAXY,0.3252625,18.56452
GALAXY,0.04688425,17.06565
GALAXY,0.09365875,17.0637
GALAXY,0.3141764,19.1815
GALAXY,0.7916453,
GALAXY,0.08794834,17.58122
GALAXY,0.03454532,15.58621
GALAXY,0.07986128,17.58508
GALAXY,0.0935249,17.24448
GALAXY,0.03512238,17.08328
GALAXY,0.0793566,17.41132
GALAXY,0.3876212,18.56121
GALAXY,0.03645267,17.40619
GALAXY,0.03467124,14.65125
GALAXY,0.08495065,16.65187
GALAXY,0.03460572,17.81304
GALAXY,0.07965201,16.93269
GALAXY,0.1108416,17.44201
GALAXY,0.09421928,17.69685
GALAXY,0.244186,17.54057
GALAXY,0.08768696,15.49664
GALAXY,0.06443697,15.93484
GALAXY,0.1570936,17.4453
GALAXY,0.08935121,16.528
GALAXY,0.09367687,17.59927
QSO,0.9992623,
GALAXY,0.2812415,18.89856
GALAXY,0.09907061,16.66156
GALAXY,0.3709002,18.69171
GALAXY,0.09845868,17.5187
GALAXY,0.09498237,17.75714
GALAXY,0.04695396,17.06963
GALAXY,0.09804763,17.58902
GALAXY,0.09564135,17.15816
GALAXY,0.09433588,17.32327
GALAXY,0.3824959,19.19562
GALAXY,0.09451768,17.5134
GALAXY,0.02883614,16.48772
GALAXY,0.09484667,16.79395
GALAXY,0.1001878,17.21995
GALAXY,0.314335,18.47539
QSO,0.5207084,
GALAXY,0.02051127,17.48211
GALAXY,0.0971866,16.9626
GALAXY,0.07955465,17.71411
GALAXY,0.04658309,17.97543
GALAXY,0.09519172,17.49484
GALAXY,0.06268381,15.50726
GALAXY,0.06175778,16.5302
GALAXY,0.03461061,17.38316
GALAXY,0.1253889,17.24259
GALAXY,0.1260126,17.19814
GALAXY,0.04755318,17.57404
GALAXY,0.08944283,17.50167
GALAXY,0.1261049,15.95034
GALAXY,0.08549848,17.07388
